,Unnamed: 0,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.date,reviews.dateAdded,reviews.doRecommend,reviews.id,reviews.rating,reviews.text,reviews.title,reviews.userCity,reviews.username,reviews.userProvince,Anger,Joy,Sadness,Analytical,Fear,Confident,Tentative
576,1342,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2015-08-02T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,My luggage was lost and the hotel www quite helpful in tracking it down. They gave us great recommendations and the hotel was beautiful and well kept. Our room was spacious and very clean.,Love this hotel,,Adrienne,,,0.8684729999999999,,,,0.701849,
577,1343,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2014-09-20T00:00:00Z,2016-11-16T03:56:45Z,,,4.0,Wonderful hotel. Lovely staff. Especially. Red level,Love this hotel,,A Traveler,,,0.8963690000000001,,,,,
578,1345,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2016-08-01T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,"at this level you want to get what you pay for. this place delivers, every staff member i encountered was pleasant and engaged. all appointments were classy.","upper class, great location",,A Traveler,,,,,,,0.964484,
579,1346,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2015-07-14T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,"Good breakfast, well maintained swimming pool with good adjacent dining. Staff very friendly and helpful .Rooms very clean .",Nice hotel overlooking the marina.,,Mousey,,,0.8745350000000001,,,,0.9832129999999999,
580,1347,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2015-09-06T00:00:00Z,2016-11-16T03:56:45Z,,,3.0,"I had high hopes for this hotel based on the price I was paying and the melia name plus the five star rating. I wasn't impressed by the location as the main entrance is off a rather run down street. The back was nicer as it was on the marina but it was a fairly long, hot walk to all the major attractions. My room was more than adequate and looked like it had been recently updated. The view was grim but I didn't pay for a sea view so I was stuck looking at concrete. I like to work out first thing in the morning but I couldn't use the tiny gym because it was out by the pool and didn't open until 10am and breakfast (which I'd paid for in my room rate) was served 7.30-10.30 so time was not on my side. The breakfast was nice but I would not have paid the 29 that was quoted on the menu. The view from the breakfast room and balcony was lovely and one of the best things about the hotel. I'm very glad I wasn't there high season as the hotel is literally right beside Tito's a very popular nightclub. I did hear some noise a couple of times in my room at night but luckily it seemed to be people walking by the back of the hotel so it didn't last long. The pool was nice- lots of loungers. The staff were fairly friendly on the whole. I had room service once and it was of good quality. I didn't like the 4.50 service charge to bring it to my room and then having the guy hanging there expecting a tip. They charge for practically everything. No water in room on arrival and I was thirsty!!",Didn't quite live up to price tag,,traveler,,,0.660033,,,,,0.568132
581,1348,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2014-11-19T00:00:00Z,2016-11-16T03:56:45Z,,,2.0,"Hotel was well below our expectations. We wanted to celebrate our anniversary at a nice hotel in Mallorca but it was subpar at best. Hotel is decorated with antique furniture which made the hotel and the rooms smell pretty bad. They also used this very heavy fragrance which made staying at all common areas, such as lobby or bars, quite unbearable. To make things worse, there was a post in the middle of the room which made moving around difficult in a small room. The hotel told us that we had to pay extra in order to change the room as that was the only room available for the price that we paid. One can probably find a much better hotel for the price you pay for this hotel. Service can certainly improve as well. Location is quite awkward as well. It's about 40 minute walk to the city centre and it's not close to the beaches either. Unfortunately, I don't have anything nice to say about this hotel.",Don't deserve 5 star rating!,,Judy,,,0.6557970000000001,0.504075,0.7309720000000001,,,0.6305810000000001
582,1349,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2016-01-01T00:00:00Z,2016-11-16T03:56:45Z,,,3.0,Location was superb - very easy to walk into the old town. But the walls of the rooms are very thin! So we were disturbed most nights. Breakfast was also very good.,Great location,,Judy,,,0.7640560000000001,,,,0.9694200000000001,
583,1350,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2015-08-28T00:00:00Z,2016-11-16T03:56:45Z,,,2.0,Disappointing stay - having stayed before and loved it went back with sane expectations this time but left very disappointed . Problem with ants in the room which was not handled well by the hotel . They just gave the usual response that their rooms are clean and they have pest control contract - neither of which explained dozens of ants running over a plate of food they had left in the room for us . Definitely not up to 5 star standards . Very disappointing and will not return because of the poor way they have handled our complaint .,Disappointing,,Jesus,,,,0.711913,0.8242799999999999,,0.7266130000000001,
584,1351,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2016-06-28T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,"The hotel has a grand feeling with all the services you would expect. Staff were extremely polite and helpful. The terrace overlooking the bay was ideal for relaxing for pre-dinner drinks or a snack.. Whilst the overall rating is high my only two very minor concerns to note are the prices for drink and food are rather high and the rooms are very well appointed with high quality bedding, linen and complimentary items but they can be dated. I would recommend a superior room with a balcony and view. You pay for what you get and from that perspective it was a high quality offering. I would stay here again.",Grand Hotel with central location,,Jesus,,,0.587418,,,,0.785248,
585,1352,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2014-10-12T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,"There were 16 of us staying at this hotel, we all had a great time Hotel laid on a drinks on the roof terrace over looking the marina for my sister birthday, it was lovely My mother had to be rushed to hospital and all the staff were very helpful and thank god she has made a full recovery. I would like to thank the hotel for a lovely stay.",Special birthday,,Karen,,,0.922581,,,,0.9262030000000001,
586,1353,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2014-10-30T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,"Chocolates awaited my arrival. Room service answered promptly and brought my meal within 20 minutes. Perhaps by looking at my identification card, the hotel discovered that it was my birthday and a bottle of champagne appeared. Taxis were called before I could voice my request. The room was nicely appointed. I walked by while the cleaning staff was refreshing my room. One lady was wiping down the mirror behind the headboard. I have never witnessed such thorough cleaning! I would not hesitate to stay in this hotel again.",Service within minutes,,JW,,,0.590613,,0.678843,,,0.8145560000000001
587,1354,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2015-10-12T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,"This hotel is very well situated above the marina with a great view across the bay from the terrace bar to Palma Cathedral. I travelled with my elderly mother and although the hotel has a lot of steps she was able to manage well. Staff are universally friendly and helpful. There is a small selection of bar meals which was very good. The cost of food and drinks is very reasonable considering the surroundings and service. We never ate dinner in the main restaurant but the breakfast had an excellent choice everything from full cooked English to fresh fruit, natural local yoghurt and lots of cereals or pastries. The Cava on ice was a nice touch. The rooms are modern but with an old world charm, from the1930s () marble style bathrooms to solid wood writing desks and comfortable arm chairs. Comfortable beds, plenty of hot water and wifi in the rooms. Overall the decor and furnishing in this hotel speaks of solid old fashioned quality in a modern well-run establishment. Sure if you look at your feet as you walk, you will see the odd threadbare carpet in the corridors but it completely fits with the feel of a well-loved lived in country mansion that isn polished from top to bottom daily. The lay-out of the public areas around the foyer was very homely.....arranged in such a way with plants, rugs and large pieces of antique () furniture that each section felt like your own private sitting room and even when the hotel was busy, it never felt crowded. We thoroughly enjoyed our stay.",autumn city break,,JW,,,0.716312,,,,,
588,1355,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2016-05-19T00:00:00Z,2016-11-16T03:56:45Z,,,4.0,"THIS IS OUR SECOND VISIT AND WOULD RETURN, WE DID NOTICE IN PLACES THAT SOME OF THE FURNITURE HAD HOLES IN THE ARMS OF SOFA 'S AND NOW BECOMING DATED IN SOME AREAS. SOME OF THE STAFF WERE VERY HELPFUL AND COULD NOT DO ENOUGH TO PLEASE, OTHERS COULD BE OFF HAND AN INEXPERIENCED. ON OUR FIRST DAY AT BREAKFAST WE COLLECTED OUR CEREALS , FRUIT AND JUICES,AND BREAD, LEFT THE TABLE TO COLLECT OUR EGGS, WHEN WE RETURNED EVERTHING WAS GONE, NOTHING WAS LEFT THEY BROUGHT US SOME MORE CUTLERY , WE HAD TO EAT THE EGGS AS THEY WOULD OF BEEN COLD, THEN RETURN TO COLLECT EVERYTHING AGAIN, NO APOLOGIE FROM STAFF THAT COULD SEE WE WERE DISAPPOINTED. THE FOLLOWING MORNING ONLY ONE OF US LEFT THE TABLE AT A TIME, BUT WE NEVER RECEIVED OUR HOT DRINKS, EVEN AFTER GIVING OUR ORDER,AGAIN I THINK SOME OF THE MORNING STAFF NEED BETTER TRAINING. OTHER WISE ENJOYED OUR STAFF.",LOVELY HOTEL BUT NEED UPDATING,,JW,,0.560261,,,,,,0.869582
589,1356,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2015-08-27T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,Relaxing time why do I have to say more than that. I would happily return to the hotel but if my review has to be a exact number of characters I will not complete any more reviews which is a shame .,Great view,,Patty,,,0.552244,,,,0.901164,
590,1357,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2016-06-19T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,"Spent 5 days here with my husband last week. As many other reviewers have said, the staff are incredibly friendly and helpful. Our room was very clean, comfortable and quiet with a fantastic view. The pool area was well maintained and the bar/food service was great. Very relaxing! We only ate in the hotel restaurant once. The food and views were lovely but there are so many other places nearby we chose to go out for breakfast and dinner most days. As my title states, we would definitely go back.",Will definitely return here!,,Patty,,,0.658665,,,,0.8783129999999999,
591,1358,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2015-06-27T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,Nice hotel excelent view to mallorca wonderfull Terrace Great for couples,excelent view to mallorca,,Patty,,,0.8987379999999999,,,,,
592,1359,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2013-08-03T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,"Excellent hotel, very good location, close to everything.",Very nice hotel across marina,,A Traveler,,,0.917902,,,,0.8983270000000001,
593,1360,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2014-10-03T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,Enjoyed the stay from the moment I arrived until I left. Would love to come back. Breakfast on the terrace was a real pleasure. Very comfortable room and bathroom. Quiet and well furnished. Pool area well maintained and staff helpful and friendly. Didn't want to leave.,lovely hotel - great staff and location,,Rosie,,,0.676719,,,,0.8765629999999999,
594,1361,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2016-08-01T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,"Great hotel, relaxing experience!!!",lovely hotel - great staff and location,,Konstantin,,,0.919745,,,,,
595,1362,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2016-07-01T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,"I booked 3 night with my husband and my daughter 5 years old. I recomend the room with a view, this is great! Room is so confort and service is great! Good location but the best thing is the service of the staff, they so kind! I recomend this hotel!","Luxury hotel, great service and good location!",,Konstantin,,,0.917285,,,,,0.631794
596,1363,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2014-10-09T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,Went back to our honeymoon hotel for our anniversary and even better than our first stay. Staff couldn't be more helpful Bar prices slightly expensive but with it just for the views from the roof terrace Will hopefully be back next year,2nd honeymoon,,wendy,,,0.546752,,,,,0.966403
597,1364,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2016-08-14T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,I wanted somewhere luxurious with all the facilities for a lazy week in the sun with my daughter. She had been to this hotel and was delighted when I chose it. Breakfast was amazing - there was nothing else they could have added to such a comprehensive choice. We had one evening meal which was delicious and the waiting staff were charming and attentive. The only criticism I have is that the wifi is not up to today's requirements. I am sure that many guests like me want to take advantage of Netflix which is now available in Europe and it was very frustrating to keep dropping the signal and having to wait or abandon the exercise entirely. Otherwise great hotel.,Lovely hotel with great view of the port of Palma,,wendy,,,0.6812630000000001,0.507797,0.555642,,,
598,1365,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2016-07-27T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,Second stay here and didn't disappoint. Room with balcony overlooking harbour and cathedral quite expensive but worth it. Staff all friendly and respectful.,5 star accommodation and service,,wendy,,,,,,,0.79901,
599,1366,Avenida Joan Miro 21,Hotels,Clifton,US,39.5639,2.62598,Gran Melia Victoria,7014,NJ,2014-10-05T00:00:00Z,2016-11-16T03:56:45Z,,,5.0,"Great Hotel, excellent staff, good facilities - I would recommend to any of my firends",Great Hotel,,A Traveler,,,0.887225,,,,,0.6816989999999999
600,1457,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-08-06T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,"The people who run this hotel seem honest. The value is lower than what is expected for the price for the room. My reservations made in February of this year was for a non-smoking, two bed, fridge and microwave room. I got the Non-Smoking, two beds part but microwave and fridge...No. Light did not work over the sink. Shower curtain did not hang correctly because the shower pole wasn't fastened to the wall. Towels and wash cloths were very rough and thin. You can see the outside through the bottom of the door to your room. Nothing continental about the breakfast. Who serves only flavored coffee Oh management says their going to upgrade accommodations. Uh-huh... For anyone reading this feedback, I would suggest this hotel be your absolute last ditched try to get a room.",Stay here if you have too.,,Charles,,,0.5507029999999999,0.58228,,,,
601,1460,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-10-02T00:00:00Z,2016-11-01T23:51:00Z,,,2.0,"Some upgrades are needed in the room I was in. I only stayed there one night. The microwave sparks when you use it, so we couldn't use that. The shower head drips out water instead of a steady stream like most shower heads do. Around the sink there needs to be a place on the wall to connect a hair dryer or curling iron. It was clean. I guess I got my money's worth for the cost.",Stay here if you have too.,,Local,,,0.685462,,,,,0.9417059999999999
602,1461,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-09-13T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,First room we saw a live roach crawling toward us. Was told that could be pobbile because room hadn't been used in over a year. Second room had spider in tub and a drain full of hair. Was told we could cancel and get a refund for two of the three nights. Manager gave us 48 credit and said we were lucky to get that much!,Would NEVER recommend this place!,,A Traveler,,,,,,,,0.8841379999999999
603,1462,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-09-17T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,First room we saw a live roach crawling toward us. Was told that could be pobbile because room hadn't been used in over a year. Second room had spider in tub and a drain full of hair. Was told we could cancel and get a refund for two of the three nights. Manager gave us 48 credit and said we were lucky to get that much!,Would NEVER recommend this place!,,Ghulam,,,,,,,,0.8841379999999999
604,1463,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2016-01-07T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,"Very dirty Place was run down, Room were very dirty,",Would NEVER recommend this place!,,A Traveler,,,,,,,0.961633,
605,1464,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-10-17T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,Do not stay here. I didn't expect to be thrilled with this hotel but I did expect clean sheets and a clean blanket. There were black and brown stains all over the bed. The health department should inspect this roach motel and shut it down.,Disgusting,,sarah,,,0.53792,,0.596122,,0.803844,
606,1465,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2016-09-03T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,It was terrible. Would never stayhere agian. So bad i didnt even go back for my 2nd night. Worst place i have ever staid at. Very nasty needs o be closed down,Stay away,,A Traveler,,,,0.565444,,,0.8695780000000001,
607,1466,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-08-21T00:00:00Z,2016-11-01T23:51:00Z,,,5.0,It was terrible. Would never stayhere agian. So bad i didnt even go back for my 2nd night. Worst place i have ever staid at. Very nasty needs o be closed down,Stay away,,Devin,,,,0.565444,,,0.8695780000000001,
608,1467,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-09-22T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,Room was disgusting and not very clean. Water did not come out of shower. The bottom of the door was not a tight fit. Bugs and anything else could crawl under.,Stay away,,A Traveler,,,,,0.857009,,,0.971233
609,1468,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-09-06T00:00:00Z,2016-11-01T23:51:00Z,,,4.0,pleasant staff and good for the event price,Race weekend,,Michael,,,0.585978,,,,,
610,1469,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-11-07T00:00:00Z,2016-11-01T23:51:00Z,,,3.0,"The only thing that was a problem was that there was no refrigerator or microwave in it like it said when I booked it, and when I got there the price was different than the amount I reserved with my credit card. The attitude at the front desk could have been warmer,but the room was nice and clean",Good but not the best. Could use improvement,,A Traveler,,,,,0.5719380000000001,,,0.812967
611,1470,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-11-21T00:00:00Z,2016-11-01T23:51:00Z,,,2.0,We had a really bad experience. First day we get there we found lizard. Second day the room was not made. Long lines for breakfast. Only good thing was that it was close to universal studios.,Good but not the best. Could use improvement,,Tejal,,,,,0.758947,,,
612,1472,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-12-05T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,"When we checked in no one was at the front desk then after hitting the bell a young teenager came to the front and was a little clueless on how to check us in so he called someone else and the man who apparently was his father, ungroomed, who looked liked he was watching television in the back came to check us in. He passed me a paper to fill out with my contact information so I could have a receipt. As he proceeded to check me in the price hotel.com promised was a dollar less than what he was charging me which means that hotel.com price was not a guarantee so I was charged more. Although I had my email showing the price, the man continued to argue with me about the additional dollar and would not budge. It took all of 15 minutes to check into the hotel and the room was seedy. Cigarette burn on the toilet... Outdated and pretty much with the price we paid. I was not very happy and am so glad we only stayed 1 day. Never again!",Go elsewhere!,,A Traveler,,,0.657414,,,,,0.5450619999999999
613,1473,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-06-20T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,"Picture was definately misleading. NASTY...stains on linens, carpet stained and torn. Musty smell throughout. My room was on the 2nd floor and as you walked across the room you could feel weak spots in the floor. You could see at least an inch of daylight under the door.",DON'T,,A Traveler,,,,,,,,0.9060530000000001
614,1475,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2016-07-02T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,"Just passing through with my two young sons. We didn't need much, which is good, because we didn't get it. When I checked in, I wondered for a moment if this was a by-the-hour kind of place. We woke up to our bathroom floor being flooded. For the price, we could have stayed down the street at a Red Roof Inn or Quality Inn and had a much more comfortable and up-to-date room.",Yikes,,Eric,,,,,0.736855,,,0.946631
615,1477,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-08-12T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,I was very disappointed and I was disappointed that Expedia would even list it on their website,I would not recommend to my worst enemy.,,A Traveler,,,,0.751913,,,,
616,1478,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-11-20T00:00:00Z,2016-11-01T23:51:00Z,,,4.0,I was very disappointed and I was disappointed that Expedia would even list it on their website,I would not recommend to my worst enemy.,,A Traveler,,,,0.751913,,,,
617,1479,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2016-10-24T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,"Reception desk was unmanned. Eventually, a CHILD in pajamas responded to my bell-ringing. Went to room, found it to be a DUMP. If I had not been driving for 11 hours, and had the Hotels.com app not clearly stated that the reservation was non-refundable, I would have left immediately. Room was beyond shabby, beds did NOT have a top sheet, only a pilly, dirty OLD blanket. Entire room was dirty, bathroom was dirty, ALL was OLD and decrepit and beyond shabby. Even 2 out of 5 stars is beyond belief. Zero stars doesn't even begin to describe it. Please, please Hotels.com, take this off of your list. Even a nightly charge of 56 was too much. A complete and utter DUMP unfit for a paying customer.",This Economy Inn was a dump,,A Traveler,,,,0.530579,,,,0.5649810000000001
618,1480,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-08-11T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,The toilet had a paper on it saying it was sanitized yet there was a cigarette butt and ashes in it and there were black flying bugs in the bathroom. The person that was at the desk didn't even know how to check us in. Will definitely not stay there again or recommend it,This Economy Inn was a dump,,James,,,,,,,,0.601046
619,1481,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-07-31T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,Would not let me check in had to go to another hotel that night,This Economy Inn was a dump,,Jonathan,,,,,0.642915,,0.674728,
620,1482,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-09-08T00:00:00Z,2016-11-01T23:51:00Z,,,3.0,About what u expect for under 50. Older decor and rugs but room as well as bathroom were clean. Fridge was actually cleaner than the one at the 150 hotel we stayed at the night before. Staff was polite and friendly. Easy access and several food options near by.,Easy accesss. pretty decent,,Wayne,,,,,,,0.608066,
621,1483,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-09-08T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,"This place makes false booking prices, when you get there, they say they do not have the reservation for that day... more money... then they did not know the number of people in your party... more money... they start with a low cost, but when you are done, their dive is more expensive then the nice hotels in walking distance. Then when you call them out on it, they hold your credit card for ransom and charge it even if you don't stay. Stay away. Nasty place. I would not have my dog stay there. We called expedia to have them handle the situation and they would not work with them either. Even with the email confirmation showing the correct date, number in the party and price, they still wanted 20 more. Crazy, just crazy. Expedia was wonderful and gave us a future credit, but thise jerks wanted their extra 20. They stunk and I never complaine...",Easy accesss. pretty decent,,Christine H.,,,,0.524489,0.610572,,,
622,1484,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2015-09-08T00:00:00Z,2016-11-01T23:51:00Z,,,1.0,"I booked this hotel for one night on April 23rd. I got to the hotel about 11:30p and went to check in. The lady at the front desk couldn't find my reservation so I pulled it up on my phone and showed the email confirmation from Expedia. The young man at the desk found the confirmation and said it was for the 29th, I told them no it wasn't and, again, showed the reservation email. The young man told me it was 55.88, but my email told me 54.88. I said I would just pay the extra dollar. The lady asked me how many people, I told her 3. She then told me it wasn't going to be the quoted price of 54.88/ 55.88 but 69. I told her she might want to let Expedia know that the prices on Expedia's site is incorrect. I left and called Expedia, the representative from Economy Inn would not let the reservation be cancelled and they charged me for the night anyway!!! This place is a scam!! RUN AWAY AS FAR AS YOU CAN!!",Easy accesss. pretty decent,,Nina M.,,0.532542,,0.50042,0.683344,,,0.548855
623,1485,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2016-09-30T00:00:00Z,2016-11-01T23:51:00Z,,,2.0,"The bed was too firm (hard), the pull out couch not comfortable, no sheets on it and the office brought sheets, no pillows. Three people registered and only 2 towels and wash clothes. It was fairly clean but definitely could use new linens and paint job. Carpet could be cleaned or replaced. Bathroom floor was old and over years of wiping with a mop, could stand a good bleaching. In the morning, they were just setting up breakfast at close to 9:00 a.m. Coffee was not hot and tasted like it might have been from day before.",Clerk was welcoming & suggested eating place.,,A Traveler,,,0.6035119999999999,,,,,0.920133
624,1486,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2016-09-03T00:00:00Z,2016-11-01T23:51:00Z,,,5.0,Wash rags dirty. But all else great went to Darlington race way,Clerk was welcoming & suggested eating place.,,A Traveler,,,,,0.632483,,0.971165,
625,1487,1223 Radford Blvd,Hotels,Dillon,US,34.43614,-79.36981,Economy Inn,29536-5015,SC,2016-09-04T00:00:00Z,2016-11-01T23:51:00Z,,,2.0,Wash rags dirty. But all else great went to Darlington race way,Clerk was welcoming & suggested eating place.,,A Traveler,,,,,0.632483,,0.971165,
626,1495,442 Walker Bay Blvd,Hotels,Walker,US,47.09124,-94.57172,Country Inn Walker,56484,Onigum,2014-04-26T00:00:00Z,2016-11-06T18:29:10Z,,,5.0,"Our stay was short. Basically we just spent the night there. The room was clean, the sheets were clean and the lobby was bright open and inviting. They have a small pool and hot tub which we didn't use and a decent free breakfast in the morning. All in all, this is a fine place to stay if you are just looking for something no frills.",Great standard room,,Greg,,,0.7291310000000001,,0.74165,,,0.917657
627,1496,442 Walker Bay Blvd,Hotels,Walker,US,47.09124,-94.57172,Country Inn Walker,56484,Onigum,2014-12-05T00:00:00Z,2016-11-06T18:29:10Z,,,5.0,"The staff was very friendly, the breakfast very nice. Extremely comfortable beds.",Walker Gem,,Claranne,,,0.856851,,,,0.995617,
628,1497,442 Walker Bay Blvd,Hotels,Walker,US,47.09124,-94.57172,Country Inn Walker,56484,Onigum,2014-06-01T00:00:00Z,2016-11-06T18:29:10Z,,,4.0,"We were curious about northern Minnesota and decided on a visit. The hotel was very busy with a wedding party and students, but we did not feel slighted. We were fortunate to have a view of the lake through the trees. The room had 2 double beds, TV, fridge and internet access. Everything was very clean and the toiletries are very nice. There is a large pool and hot tub which we enjoyed. We went next door to the Lazy Moose for dinner. The walleye chowder was really really good as was the grilled walleye and steak.",Lake visit,,J,,,0.702803,,0.6100760000000001,,0.787083,
629,1498,442 Walker Bay Blvd,Hotels,Walker,US,47.09124,-94.57172,Country Inn Walker,56484,Onigum,2015-01-07T00:00:00Z,2016-11-06T18:29:10Z,,,5.0,We frequently visit Walker and this is the third different hotel we have stayed at there. It is our favorite. When we checked in there were cookies and chicken noodle soup. The soup was perfect for a subzero night. Breakfast was adequate. Rooms were pretty standard and staff was very friendly.,Our Favorite Hotel in Walker,,A Traveler,,,0.754901,,,,0.775381,
630,1499,442 Walker Bay Blvd,Hotels,Walker,US,47.09124,-94.57172,Country Inn Walker,56484,Onigum,2015-10-10T00:00:00Z,2016-11-06T18:29:10Z,,,5.0,"Three of us, traveling companions, stayed one night. We first asked for a suite, then changed to a shared room, then asked to apply a AAA discount. Result: the room rate went down down, and still the clerk kept smiling. (So did we.) The fresh cookies hot beverages nearby were another welcoming touch, as was the whiteboard's offer... More","Wallet-friendly, clean and nice touches everywhere",Townsend,travelingtaster,MA,,0.814678,,,,,
